Dez Bryant,50
Jason Witten,37
Terrell Owens,34
Miles Austin,27
Patrick Crayton,19
Terrance Williams,13
Roy Williams,12
Laurent Robinson,11
Gavin Escobar,6
Marion Barber,6
Cole Beasley,6
Kevin Ogletree,4
Terry Glenn,3
Tony Curtis,3
Dwayne Harris,3
Martellus Bennett,3
John Phillips,2
Sam Hurd,2
Felix Jones,2
DeMarco Murray,1
Chris Gronkowski,1
Deon Anderson,1
Anthony Fasano,1
