A.J. Green,43
Jermaine Gresham,20
Marvin Jones,15
Tyler Eifert,14
Mohamed Sanu,11
Giovani Bernard,6
Andrew Hawkins,4
Jerome Simpson,4
Brandon LaFell,4
Andre Caldwell,3
Brandon Tate,3
Jeremy Hill,1
Armon Binns,1
Alex Smith,1
Chris Pressley,1
Colin Cochart,1
