Jordy Nelson,50
James Jones,41
Greg Jennings,38
Randall Cobb,33
Donald Driver,22
Jermichael Finley,19
Richard Rodgers,11
Donald Lee,9
Davante Adams,9
John Kuhn,7
Eddie Lacy,6
Andrew Quarless,4
Spencer Havner,4
James Starks,3
Tom Crabtree,3
Ty Montgomery,2
Brandon Jackson,2
Korey Hall,1
Ryan Taylor,1
Ryan Grant,1
Jarrett Boykin,1
Brandon Bostick,1
Ruvell Martin,1
Justin Perillo,1
